Time (UNIX),Acc_x (1/64g),Acc_y (1/64g),Acc_z (1/64g),Left_Speed,Right_Speed,Comments
,,,,,,
1639348896,22,50,-32,39,32,
,,,,,,
1639348896,20,47,-35,37,31,
,,,,,,
1639348896,24,48,-34,38,31,
,,,,,,
1639348896,22,48,-34,38,31,
,,,,,,
1639348896,20,49,-33,38,32,
,,,,,,
1639348896,23,47,-34,37,30,
,,,,,,
1639348897,23,58,-30,45,37,
,,,,,,
1639348897,12,52,-34,41,37,
,,,,,,
1639348897,20,62,-13,48,41,
,,,,,,
1639348897,0,54,-19,42,42,
,,,,,,
1639348897,-1,59,-17,46,46,
,,,,,,
1639348897,3,59,-14,46,45,
,,,,,,
1639348897,3,61,-8,48,47,
,,,,,,
1639348897,-1,56,-10,44,44,
,,,,,,
1639348897,14,53,-6,41,36,
,,,,,,
1639348898,0,60,-6,47,47,
,,,,,,
1639348898,4,61,-5,48,46,
,,,,,,
1639348898,7,68,-12,53,50,
,,,,,,
1639348898,8,58,-10,45,42,
,,,,,,
1639348898,-1,49,-19,38,38,
,,,,,,
1639348898,4,50,-22,39,38,
,,,,,,
1639348898,12,59,-16,46,42,
,,,,,,
1639348898,15,61,-16,48,42,
,,,,,,
1639348899,4,54,-22,42,41,
,,,,,,
1639348899,-4,56,-22,43,44,
,,,,,,
1639348899,2,65,-16,51,50,
,,,,,,
1639348899,-11,63,-13,45,49,
,,,,,,
1639348899,-41,56,-8,30,44,
,,,,,,
1639348899,-42,57,-7,30,45,
,,,,,,
1639348899,-45,46,-9,23,36,
,,,,,,
1639348900,-42,41,-10,22,32,
,,,,,,
1639348900,-42,47,-9,25,37,
,,,,,,
1639348900,-45,44,-10,23,35,
,,,,,,
1639348900,-44,40,-9,22,33,
,,,,,,
1639348900,-44,41,-11,22,33,
,,,,,,
1639348900,-47,40,-9,22,34,
,,,,,,
1639348900,-48,40,-9,21,34,
,,,,,,
1639348900,-46,42,-9,22,34,
,,,,,,
1639348900,-45,54,-7,27,42,
,,,,,,
1639348901,-28,58,-4,35,45,
,,,,,,
1639348901,-16,50,-1,34,39,
,,,,,,
1639348901,5,58,-1,45,43,
,,,,,,
1639348901,-6,64,5,48,50,
,,,,,,
1639348901,4,72,11,56,54,
,,,,,,
1639348901,22,33,4,26,22,
,,,,,,
1639348901,77,52,6,50,20,
,,,,,,
1639348901,71,46,15,46,20,
,,,,,,
1639348902,56,28,-41,33,19,
,,,,,,
1639348902,30,117,-30,91,70,
,,,,,,
1639348902,40,73,-36,57,39,
,,,,,,
1639348902,-4,84,-1,64,66,
,,,,,,
1639348902,11,-10,45,-8,-7,
,,,,,,
1639348902,6,-26,54,-20,-19,
,,,,,,
1639348902,-7,-9,50,-7,-7,
,,,,,,
1639348903,25,-17,75,-16,-13,
,,,,,,
1639348903,11,-26,60,-20,-18,
,,,,,,
1639348903,20,-45,44,-35,-30,
,,,,,,
1639348903,26,-13,59,-15,-12,
,,,,,,
1639348903,27,-18,63,-18,-14,
,,,,,,
1639348903,1,-31,50,-24,-24,
,,,,,,
1639348903,4,-9,42,-7,-7,
,,,,,,
1639348903,3,-13,47,-10,-10,
,,,,,,
1639348903,-9,14,33,10,11,
,,,,,,
1639348904,15,29,72,23,20,
,,,,,,
1639348904,-1,36,64,28,28,
,,,,,,
1639348904,-1,20,62,16,16,
,,,,,,
1639348904,36,67,80,52,37,
,,,,,,
1639348904,23,89,47,70,58,
,,,,,,
1639348904,-19,38,41,26,30,
,,,,,,
1639348904,-10,45,50,32,35,
,,,,,,
1639348904,-14,53,49,36,41,
,,,,,,
1639348905,-13,45,38,32,35,
,,,,,,
1639348905,-18,47,32,32,37,
,,,,,,
1639348905,-10,48,37,35,38,
,,,,,,
1639348905,-11,43,35,31,34,
,,,,,,
1639348905,-18,56,27,38,44,
,,,,,,
1639348905,-21,57,34,38,45,
,,,,,,
1639348905,-18,54,32,36,42,
,,,,,,
1639348906,-17,54,22,36,42,
,,,,,,
1639348906,-20,65,18,43,51,
,,,,,,
1639348906,-39,36,31,20,29,
,,,,,,
1639348906,12,67,42,52,47,
,,,,,,
1639348906,-9,27,17,19,21,
,,,,,,
1639348906,-4,41,19,31,32,
,,,,,,
1639348906,-26,46,55,29,36,
,,,,,,
1639348906,-21,49,47,32,38,
,,,,,,
1639348906,-28,45,70,27,35,
,,,,,,
1639348907,-35,24,25,17,23,
,,,,,,
1639348907,-22,-9,64,-10,-12,
,,,,,,
1639348907,1,-24,58,-19,-19,
,,,,,,
1639348907,6,-7,63,-5,-5,
,,,,,,
1639348907,-16,-6,70,-8,-9,
,,,,,,
1639348907,-2,25,62,20,20,
,,,,,,
1639348907,-17,27,56,18,21,
,,,,,,
1639348907,11,21,66,16,15,
,,,,,,
1639348907,3,32,46,25,24,
,,,,,,
1639348908,-19,46,54,31,36,
,,,,,,
1639348908,-2,7,53,5,5,
,,,,,,
1639348908,-6,14,49,11,11,
,,,,,,
1639348908,-22,24,52,16,19,
,,,,,,
1639348908,-22,46,46,30,36,
,,,,,,
1639348908,5,28,55,22,21,
,,,,,,
1639348908,-6,47,54,35,37,
,,,,,,
1639348909,-1,26,59,20,20,
,,,,,,
1639348909,-7,21,57,15,16,
,,,,,,
1639348909,-1,24,61,19,19,
,,,,,,
1639348909,1,21,66,16,16,
,,,,,,
1639348909,-8,25,55,19,20,
,,,,,,
1639348909,-8,29,58,22,23,
,,,,,,
1639348909,-5,22,59,16,17,
,,,,,,
1639348909,-11,28,57,20,22,
,,,,,,
1639348909,-6,24,60,18,19,
,,,,,,
1639348910,-5,22,59,16,17,
,,,,,,
1639348910,-3,18,57,14,14,
,,,,,,
1639348910,-10,35,56,25,27,
,,,,,,
1639348910,1,24,59,19,19,
,,,,,,
1639348910,3,22,60,17,17,
,,,,,,
1639348910,-2,23,59,18,18,
,,,,,,
1639348910,-3,22,53,17,17,
,,,,,,
1639348910,-3,29,59,22,23,
,,,,,,
1639348911,2,24,56,19,19,
,,,,,,
1639348911,4,25,57,20,19,
,,,,,,
1639348911,6,18,59,14,13,
,,,,,,
1639348911,-8,24,59,18,19,
,,,,,,
1639348911,-1,12,61,9,9,
,,,,,,
1639348911,5,23,67,18,17,
,,,,,,
1639348911,8,5,62,5,5,
,,,,,,
1639348912,7,16,63,12,11,
,,,,,,
1639348912,3,5,64,4,4,
,,,,,,
1639348912,16,11,64,11,10,
,,,,,,
1639348912,16,1,69,7,6,
,,,,,,
1639348912,7,1,59,3,3,
,,,,,,
1639348912,3,-7,51,-5,-5,
,,,,,,
1639348912,9,19,42,15,14,
,,,,,,
1639348912,11,22,39,17,16,
,,,,,,
1639348912,11,42,52,33,30,
,,,,,,
1639348913,13,38,57,30,27,
,,,,,,
1639348913,10,40,57,31,29,
,,,,,,
1639348913,12,45,61,35,32,
,,,,,,
1639348913,12,31,48,24,22,
,,,,,,
1639348913,10,22,43,17,16,
,,,,,,
1639348913,15,29,37,23,20,
,,,,,,
1639348913,22,34,57,27,22,
,,,,,,
1639348914,-10,29,58,21,23,
,,,,,,
1639348914,7,50,44,39,37,
,,,,,,
1639348914,4,61,32,48,46,
,,,,,,
1639348914,-12,50,37,35,39,
,,,,,,
1639348914,-5,56,22,42,44,
,,,,,,
1639348914,-6,52,22,39,41,
,,,,,,
1639348914,-5,55,22,41,43,
,,,,,,
1639348914,-2,57,22,44,45,
,,,,,,
1639348915,-1,57,18,45,45,
,,,,,,
1639348915,-3,54,18,41,42,
,,,,,,
1639348915,-9,68,14,49,53,
,,,,,,
1639348915,-1,58,17,45,45,
,,,,,,
1639348915,-2,62,12,47,48,
,,,,,,
1639348915,1,61,9,48,48,
,,,,,,
1639348915,1,60,8,47,47,
,,,,,,
1639348915,1,60,8,47,47,
,,,,,,
1639348915,0,60,8,47,47,
,,,,,,
1639348916,0,60,8,47,47,
,,,,,,
1639348916,0,60,8,47,47,
,,,,,,
1639348916,0,60,8,47,47,
,,,,,,
1639348916,1,60,8,47,47,
,,,,,,
1639348916,0,60,8,47,47,
,,,,,,
1639348916,0,60,8,47,47,
,,,,,,
1639348916,0,60,8,47,47,
,,,,,,
1639348916,0,60,8,47,47,
,,,,,,
1639348917,0,60,8,47,47,
,,,,,,
1639348917,0,60,8,47,47,
,,,,,,
1639348917,0,60,8,47,47,
,,,,,,
1639348917,0,60,8,47,47,
,,,,,,
1639348917,0,60,8,47,47,
,,,,,,
1639348917,0,60,8,47,47,
,,,,,,
1639348917,0,60,8,47,47,
,,,,,,
1639348918,0,60,8,47,47,
,,,,,,
1639348918,1,60,8,47,47,
,,,,,,
1639348918,0,60,8,47,47,
,,,,,,
1639348918,1,60,9,47,47,
,,,,,,
1639348918,1,60,8,47,47,
,,,,,,
1639348918,0,60,8,47,47,
,,,,,,
1639348918,0,60,8,47,47,
,,,,,,
1639348918,0,60,8,47,47,
,,,,,,
1639348918,0,60,8,47,47,
,,,,,,
1639348919,0,60,8,47,47,
,,,,,,
1639348919,0,60,8,47,47,
,,,,,,
1639348919,0,60,8,47,47,
,,,,,,
1639348919,0,60,8,47,47,
,,,,,,
1639348919,0,59,8,46,46,
,,,,,,
1639348919,1,60,8,47,47,
,,,,,,
1639348919,1,60,8,47,47,
,,,,,,
1639348919,0,60,8,47,47,
,,,,,,
1639348920,0,60,8,47,47,
,,,,,,
1639348920,0,59,8,46,46,
,,,,,,
1639348920,0,60,8,47,47,
,,,,,,
1639348920,0,60,8,47,47,
,,,,,,
1639348920,0,60,8,47,47,
,,,,,,
1639348920,0,60,8,47,47,
,,,,,,
1639348920,0,60,9,47,47,
,,,,,,
1639348920,1,60,8,47,47,
,,,,,,
1639348921,0,60,8,47,47,
,,,,,,
1639348921,0,60,8,47,47,
,,,,,,
1639348921,0,59,9,46,46,
,,,,,,
1639348921,0,60,8,47,47,
,,,,,,
1639348921,0,60,9,47,47,
,,,,,,
1639348921,0,60,8,47,47,
,,,,,,
1639348921,0,60,8,47,47,
,,,,,,
1639348921,0,60,8,47,47,
,,,,,,
1639348921,0,60,8,47,47,
,,,,,,
1639348922,0,59,8,46,46,
,,,,,,
1639348922,0,60,8,47,47,
,,,,,,
1639348923,0,60,8,47,47,
,,,,,,
1639348924,1,60,8,47,47,
,,,,,,
1639348924,0,60,8,47,47,
,,,,,,
1639348924,0,60,8,47,47,
,,,,,,
1639348924,0,60,8,47,47,
,,,,,,
1639348924,0,60,8,47,47,
,,,,,,
1639348924,0,60,8,47,47,
