Time,Acc_x,Acc_y,Acc_z,Left_Speed,Right_Speed
1639348383.54025,-6,2,64,None,None
1639348384.63405,-7,2,63,4,4
1639348385.57159,-6,18,61,13,14
1639348386.69665,-1,20,56,16,16
1639348387.63419,-1,31,53,24,24
1639348388.75924,-3,24,57,19,19
1639348389.69679,4,31,56,24,23
1639348390.63433,1,36,54,28,28
1639348391.75938,-2,56,20,43,44
1639348392.69692,-2,59,16,45,46
1639348393.63447,-3,59,12,45,46
1639348394.75952,-2,59,12,45,46
1639348395.69706,-1,59,11,46,46
1639348396.82212,28,53,5,41,32
1639348397.75966,35,52,2,41,30
1639348398.6972,46,38,4,33,21
1639348399.82225,32,49,8,38,28
1639348400.7598,22,56,8,44,36
1639348401.88485,-25,56,8,35,44
1639348402.82239,-33,51,10,30,40
1639348403.75994,-9,60,5,44,47
1639348404.88499,-4,62,3,46,48
1639348405.82253,-4,60,2,45,47
1639348406.76008,-25,55,9,35,43
1639348407.88513,-41,45,10,24,35
1639348408.82267,-43,43,8,23,34
1639348409.94772,-42,44,8,23,34
1639348410.88527,-39,47,6,26,37
1639348411.82281,-19,58,-11,38,45
1639348412.94786,-7,70,-40,52,55
1639348413.88541,-2,49,-14,37,38
1639348414.82295,-9,63,-22,45,49
1639348415.948,-1,63,-6,49,49
1639348416.88554,-2,62,-24,47,48
1639348417.82309,-5,57,-8,43,45
1639348418.94814,6,63,-10,49,47
1639348419.88568,36,39,-32,30,22
1639348421.01074,43,37,-28,31,21
1639348421.94828,6,59,-23,46,44
1639348422.88582,16,53,-33,41,36
1639348424.01087,4,52,-25,41,40
1639348424.94842,-11,54,-8,38,42
1639348425.88596,-5,53,-43,39,41
1639348427.01101,1,55,-24,43,43
1639348427.94856,-3,59,-36,45,46
1639348429.07361,1,59,9,46,46
1639348430.01115,6,68,7,53,51
1639348431.1362,48,36,-11,33,21
1639348432.07375,42,44,-21,34,23
1639348433.01129,53,24,-28,30,18
1639348434.13634,49,27,-27,30,18
1639348435.07389,52,24,-28,30,18
1639348436.01143,51,31,-24,32,19
1639348437.13648,4,51,-38,40,39
1639348438.07402,-3,53,-34,40,41
1639348439.01157,6,51,-38,40,38
1639348440.13662,7,49,-37,38,36
1639348441.07416,5,50,-37,39,37
1639348442.19922,-2,52,-40,40,41
1639348443.13676,5,56,-36,44,42
1639348444.0743,-54,32,-11,20,34
1639348445.19935,-60,20,2,17,31
1639348446.1369,-61,9,-1,14,27
1639348447.26195,-60,20,-2,17,31
1639348448.19949,10,55,-45,43,40
1639348449.13704,2,38,-30,30,30
1639348450.26209,54,9,-34,25,14
1639348451.19963,91,6,-34,38,11
1639348452.32468,-9,-57,35,-42,-45
1639348453.26223,1,-58,35,-45,-45
1639348454.19977,3,-57,28,-45,-44
1639348455.32482,6,-56,37,-44,-42
1639348456.26237,5,-54,34,-42,-40
1639348457.19991,2,-53,37,-41,-40
1639348458.32496,-1,-52,34,-41,-41
1639348459.26251,-2,-50,38,-38,-39
1639348460.38756,2,-46,44,-36,-35
1639348461.3251,-1,33,56,26,26
1639348462.26264,-7,-55,39,-41,-43
1639348463.3877,-15,-53,29,-36,-41
1639348464.32524,-9,-57,25,-42,-45
1639348465.26278,2,-63,12,-49,-48
1639348466.38784,14,58,27,45,40
1639348467.32538,1,62,1,48,48
1639348468.45043,50,37,-1,34,21
1639348469.38797,53,30,-9,32,19
1639348470.32552,55,31,-7,34,19
1639348471.45057,-7,65,19,48,51
1639348472.38811,13,-35,50,-27,-24
1639348473.32566,8,-53,31,-41,-38
1639348474.45071,10,-54,31,-42,-39
1639348475.38825,11,-56,31,-44,-40
1639348476.5133,14,-55,34,-43,-38
1639348477.45085,4,53,31,41,40
1639348478.38839,6,55,20,43,41
1639348479.51344,52,34,7,34,20
1639348480.45099,32,49,-8,38,28
1639348481.57604,42,42,-13,33,22
1639348482.51358,50,31,-23,32,20
1639348483.45113,49,31,-24,31,19
1639348484.38867,50,30,-22,31,19
1639348485.51372,50,31,-22,32,20
1639348486.45126,50,34,-21,33,20
1639348487.57632,-2,50,-32,38,39
1639348488.51386,-2,51,-31,39,40
1639348489.63891,-4,52,-33,40,41
1639348490.57646,-4,51,-32,39,40
1639348491.514,6,45,-1,35,33
1639348492.63905,28,-44,22,-34,-27
1639348493.57659,3,-63,-20,-49,-48
1639348494.51414,-4,-63,-11,-47,-49
1639348495.63919,-4,-62,-14,-46,-48
1639348496.57673,-2,-53,-39,-40,-41
1639348497.51428,-2,-52,-37,-40,-41
1639348498.63933,-4,62,0,46,48
1639348499.57687,1,59,-11,46,46
1639348500.70192,0,61,-12,48,48
1639348501.63947,2,61,-13,48,47
1639348502.57701,3,59,-13,46,45
1639348503.70206,3,59,-13,46,45
1639348504.63961,3,59,-13,46,45
1639348505.57715,3,58,-12,45,44
1639348506.7022,-4,61,-3,46,48
1639348507.63975,3,33,-31,26,25
1639348508.57729,-7,49,-33,36,38
1639348509.70234,-9,48,-38,35,38
1639348510.63988,-12,49,-36,34,38
1639348511.76494,6,49,-37,38,36
1639348512.70248,36,35,-12,28,20
1639348513.64002,54,28,15,32,18
1639348514.76508,25,52,-1,41,33
1639348515.70262,34,48,0,38,28
1639348516.64016,-19,-29,49,-20,-23
1639348517.76521,-4,-37,53,-28,-29
1639348518.70276,1,-54,18,-42,-42
1639348519.82781,-4,-60,7,-45,-47
1639348520.76535,-4,-65,8,-49,-51
1639348521.7029,-3,-64,9,-49,-50
1639348522.82795,-1,-66,2,-52,-52
1639348523.76549,-9,-62,4,-45,-48
1639348524.89054,1,-58,3,-45,-45
1639348525.82809,5,55,37,43,41
1639348526.76563,6,59,-1,46,44
1639348527.89068,53,30,-19,32,19
1639348528.82823,56,16,-24,28,16
1639348529.76577,55,20,-24,29,17
1639348530.89082,59,5,-24,25,13
1639348531.82837,58,2,-24,23,13
1639348532.95342,59,1,-25,23,12
1639348533.89096,60,6,-22,26,14
1639348534.8285,59,15,-15,29,16
1639348535.95356,0,-9,59,-7,-7
1639348536.8911,4,-17,59,-13,-13
1639348537.82864,8,-7,62,-6,-6
1639348538.9537,6,2,64,3,3
1639348539.89124,7,5,64,5,5
1639348541.01629,-3,-1,59,-2,-2
1639348541.95383,5,31,51,24,23
1639348542.89138,5,52,37,41,39
1639348544.01643,5,49,35,38,37
1639348544.95397,-1,18,65,14,14
1639348545.89152,5,-36,58,-28,-27
1639348547.01657,5,-43,48,-34,-33
1639348547.95411,6,-30,57,-23,-22
1639348549.07916,5,12,62,9,9
1639348550.01671,7,16,61,12,11
1639348550.95425,2,20,58,16,16
1639348552.0793,-16,34,49,24,27
1639348553.01685,-35,37,31,21,29
1639348554.1419,-47,37,23,21,33
1639348555.07944,-49,32,20,20,32
1639348556.01699,-50,33,21,20,32
1639348557.14204,-2,38,48,30,30
1639348558.07958,-4,6,56,5,5
1639348559.20463,10,-23,64,-18,-17
1639348560.14218,5,-14,64,-11,-11
1639348561.07972,5,14,59,11,11
1639348562.20477,3,60,-2,47,46
1639348563.14232,15,57,-1,45,40
1639348564.07986,53,29,0,32,19
1639348565.20491,45,38,12,32,21
1639348566.14245,47,39,16,34,22
1639348567.26751,49,36,15,33,20
1639348568.20505,48,35,17,32,20
1639348569.14259,36,16,47,20,14
1639348570.26765,12,60,-3,47,43
1639348571.20519,-52,-24,28,-18,-30
1639348572.14273,-56,28,5,19,33
1639348573.26778,-55,27,3,18,32
1639348574.20533,-39,23,41,17,24
1639348575.33038,-19,17,56,12,14
1639348576.26792,5,-61,-1,-48,-46
1639348577.20547,1,-63,-2,-49,-49
1639348578.33052,2,-64,-2,-50,-49
1639348579.26806,0,-56,30,-44,-44
1639348580.20561,0,-58,19,-45,-45
1639348581.33066,7,33,52,26,25
1639348582.2682,4,-8,62,-6,-6
1639348583.39325,4,-4,65,-3,-3
1639348584.3308,4,-6,65,-5,-5
1639348585.45585,4,-7,64,-5,-5
1639348586.39339,0,-1,63,-1,-1
1639348587.33094,4,0,64,2,2
1639348588.45599,4,-1,64,-2,-2
1639348589.39353,3,-2,64,-2,-2
1639348591.08111,30,13,53,17,13
1639348592.20616,22,5,66,11,9
1639348594.45626,4,-1,64,-2,-2
1639348640.42714,-20,8,62,9,11
1639348640.5834,6,30,77,23,22
1639348640.77091,10,7,58,7,6
1639348640.80216,8,12,57,9,8
1639348640.95842,6,6,65,5,5
1639348641.14593,0,3,63,2,2
1639348641.17718,2,5,64,4,4
1639348641.33344,4,9,73,7,7
1639348641.52094,-10,13,42,9,10
1639348641.5522,-11,5,36,6,6
1639348641.70845,-10,12,74,8,9
1639348641.89596,-11,-3,65,-5,-5
1639348641.92721,-8,-2,67,-4,-4
1639348642.08347,-28,-23,62,-16,-20
1639348642.27098,-12,6,51,6,7
1639348642.30223,-20,-19,41,-13,-15
1639348642.45849,-14,14,62,10,11
1639348642.48974,-18,6,52,8,9
1639348642.646,-20,2,46,8,9
1639348642.8335,-11,-7,74,-6,-7
1639348643.02101,-10,4,53,5,5
1639348643.05226,-2,-5,61,-4,-4
1639348643.20852,-10,0,59,4,4
1639348643.39603,-1,11,78,9,9
1639348643.42728,0,28,86,22,22
1639348643.58354,-1,11,75,9,9
1639348643.77105,3,-1,64,-2,-2
1639348643.8023,6,0,62,2,2
1639348643.95856,13,-6,61,-7,-6
1639348644.14607,5,-11,68,-9,-9
1639348644.17732,5,-11,67,-9,-9
1639348644.33357,1,-6,75,-5,-5
1639348644.52108,3,-7,63,-5,-5
1639348644.55233,4,-11,61,-9,-9
1639348644.70859,3,2,57,2,2
1639348644.8961,8,0,69,3,3
1639348644.92735,8,-1,67,-4,-4
1639348645.08361,7,12,62,9,8
1639348645.27112,-9,20,58,15,16
1639348645.30237,-9,24,58,18,19
1639348645.64613,-23,30,52,19,23
1639348645.67739,-26,30,50,18,23
1639348645.83364,-26,23,51,15,19
1639348646.02115,-29,33,45,20,26
1639348646.0524,-27,28,45,17,22
1639348646.20866,-31,35,42,20,27
1639348646.39617,-33,34,42,20,27
1639348646.45867,-33,34,40,20,27
1639348646.58368,-33,34,40,20,27
1639348646.77119,-34,33,39,19,26
1639348646.80244,-35,33,38,20,27
1639348646.9587,-35,36,35,20,28
1639348647.1462,-33,38,31,22,30
1639348647.17746,-34,43,31,25,34
1639348647.33371,-34,46,28,26,36
1639348647.52122,-34,45,27,26,35
1639348647.55247,-33,44,27,25,34
1639348647.70873,-33,44,27,25,34
1639348647.89624,-36,42,24,24,33
1639348647.92749,-35,45,26,25,35
1639348648.08375,-44,38,24,21,32
1639348648.27126,-52,30,16,19,32
1639348648.33376,-51,33,16,20,33
1639348648.45877,-52,33,16,20,33
1639348648.64627,-52,31,15,19,32
1639348648.70878,-54,31,16,19,33
1639348648.83378,-52,32,14,20,33
1639348649.02129,-52,31,14,19,32
1639348649.08379,-53,31,13,19,33
1639348649.2088,-53,31,11,19,33
1639348649.39631,-53,31,11,19,33
1639348649.42756,-53,31,12,19,33
1639348649.58382,-53,31,12,19,33
1639348649.77133,-53,31,12,19,33
1639348649.80258,-52,31,13,19,32
1639348649.95883,-52,31,13,19,32
1639348650.14634,-52,31,13,19,32
1639348650.17759,-53,32,13,19,33
1639348650.33385,-51,31,13,19,32
1639348650.52136,-53,32,13,19,33
1639348650.55261,-52,32,13,20,33
1639348650.70887,-52,32,12,20,33
1639348650.89638,-53,32,11,19,33
1639348651.08389,-51,32,12,19,32
1639348651.11514,-52,32,13,20,33
1639348651.2714,-52,33,11,20,33
1639348651.4589,-51,33,11,20,33
1639348651.49016,-51,33,11,20,33
1639348651.83392,-52,33,10,20,33
1639348651.89642,-52,33,9,20,33
1639348652.02143,-53,32,9,19,33
1639348652.20894,-53,31,9,19,33
1639348652.27144,-54,31,9,19,33
1639348652.39645,-54,30,8,19,33
1639348652.58396,-54,31,7,19,33
1639348652.61521,-54,32,7,20,34
1639348652.77146,-54,30,7,19,33
1639348652.95897,-53,31,7,19,33
1639348653.02148,-54,30,7,19,33
1639348653.14648,-53,30,8,19,32
1639348653.17773,-53,31,8,19,33
1639348653.33399,-54,31,8,19,33
1639348653.39649,-53,31,8,19,33
1639348653.70901,-54,30,8,19,33
1639348653.77151,-53,30,8,19,32
1639348653.89652,-53,32,8,19,33
1639348654.08403,-54,31,8,19,33
1639348654.14653,-54,30,9,19,33
1639348654.27153,-54,29,9,18,32
1639348654.45904,-54,30,10,19,33
1639348654.64655,-54,30,11,19,33
1639348654.6778,-56,33,13,20,35
1639348654.83406,-48,33,17,20,32
1639348654.89656,-45,38,24,21,32
1639348655.02157,-41,37,30,20,30
1639348655.20908,-31,36,37,21,28
1639348655.39659,-29,38,40,23,30
1639348655.45909,-28,38,40,24,30
1639348655.5841,-21,36,44,23,28
1639348655.7716,-3,26,62,20,20
1639348655.83411,3,20,64,16,16
1639348655.95911,6,2,60,3,3
1639348656.14662,1,0,65,0,0
1639348656.17787,-1,1,65,1,1
1639348656.33413,0,4,57,3,3
1639348656.52164,1,43,33,34,34
1639348656.58414,-6,62,20,46,48
1639348656.70915,-11,82,10,59,64
1639348656.89666,-14,57,-13,40,45
1639348656.92791,-12,58,-14,41,45
1639348657.08416,-17,57,-19,39,45
1639348657.27167,-16,57,-20,40,45
1639348657.33418,-15,54,-19,37,42
1639348657.45918,-15,57,-18,40,45
1639348657.64669,-14,56,-19,39,44
1639348657.67794,-14,56,-16,39,44
1639348657.8342,-14,57,-17,40,45
1639348657.8967,-15,57,-16,40,45
1639348658.02171,-14,57,-17,40,45
1639348658.20922,-14,56,-17,39,44
1639348658.24047,-15,58,-17,40,45
1639348658.39673,-9,58,-15,42,45
1639348658.58423,8,59,-4,46,43
1639348658.61549,8,58,-7,45,42
1639348658.77174,17,59,-8,46,40
1639348658.80299,19,59,-7,46,39
1639348658.95925,26,58,-5,45,36
1639348659.14676,35,49,0,38,28
1639348659.20926,38,51,4,40,28
1639348659.33427,42,45,6,35,24
1639348659.52178,45,41,9,34,22
1639348659.55303,47,40,8,34,22
1639348659.70929,50,39,13,35,21
1639348659.89679,48,32,19,31,19
1639348659.92805,48,33,20,32,20
1639348660.0843,48,34,22,32,20
1639348660.27181,46,34,22,31,20
1639348660.30306,47,35,22,32,20
1639348660.45932,47,35,21,32,20
1639348660.64683,47,34,21,32,20
1639348660.70933,48,36,21,33,21
1639348660.83434,47,35,22,32,20
1639348661.02185,46,37,22,32,20
1639348661.08435,46,36,22,32,20
1639348661.20936,46,36,22,32,20
1639348661.39686,46,35,22,32,20
1639348661.58437,46,37,23,32,20
1639348661.64688,44,38,23,32,21
1639348661.77188,33,45,22,35,26
1639348661.95939,13,56,11,44,40
1639348661.99064,11,57,11,45,41
1639348662.1469,1,59,10,46,46
1639348662.24065,0,58,8,45,45
1639348662.33441,2,61,8,48,47
1639348662.52192,0,60,6,47,47
1639348662.58442,-1,60,4,47,47
1639348662.70942,-3,60,3,46,47
1639348662.74068,-6,59,2,44,46
1639348662.89693,-19,60,3,40,47
1639348663.08444,-31,49,4,29,38
1639348663.27195,-41,49,4,26,38
1639348663.3032,-40,47,6,25,37
1639348663.45946,-43,43,7,23,34
1639348663.64697,-43,43,6,23,34
1639348663.70947,-46,42,5,22,34
1639348663.83448,-50,38,6,21,34
1639348664.02199,-48,33,6,20,32
1639348664.05324,-48,32,2,19,31
1639348664.20949,-51,33,9,20,33
1639348664.397,-49,37,7,21,34
1639348664.45951,-48,34,9,20,32
1639348664.58451,-32,44,7,26,34
1639348664.77202,-6,68,-1,51,53
1639348664.80327,-4,67,-3,50,52
1639348664.95953,-8,60,-7,44,47
1639348665.14704,-11,60,-5,43,47
1639348665.17829,-10,60,-5,43,47
1639348665.33455,-10,58,-6,42,45
1639348665.52206,-11,59,-6,42,46
1639348665.55331,-11,58,-7,41,45
1639348665.70956,-11,59,-6,42,46
1639348665.89707,-11,60,-6,43,47
1639348665.92832,-11,58,-7,41,45
1639348666.08458,-11,59,-6,42,46
1639348666.27209,-11,60,-7,43,47
1639348666.30334,-11,60,-8,43,47
1639348666.4596,-10,60,-8,43,47
1639348666.64711,-10,58,-8,42,45
1639348666.67836,-10,58,-8,42,45
1639348666.83462,-10,60,-8,43,47
1639348667.02212,-11,59,-7,42,46
1639348667.08463,-12,66,-7,47,52
1639348667.20963,-9,65,13,47,51
1639348667.24088,-3,59,13,45,46
1639348667.39714,4,23,56,18,17
1639348667.58465,6,-14,63,-11,-11
1639348667.77216,8,-40,43,-31,-29
1639348667.80341,9,-46,42,-36,-33
1639348667.95967,5,-65,26,-51,-49
1639348668.14718,6,-57,22,-45,-43
1639348668.17843,3,-64,20,-50,-49
1639348668.33469,3,-60,21,-47,-46
1639348668.52219,4,-59,20,-46,-44
1639348668.55345,3,-60,18,-47,-46
1639348668.7097,4,-62,20,-48,-46
1639348668.89721,4,-60,23,-47,-45
1639348668.95971,4,-61,22,-48,-46
1639348669.08472,3,-60,22,-47,-46
1639348669.27223,4,-58,18,-45,-44
1639348669.30348,8,-63,17,-49,-46
1639348669.45974,13,-59,18,-46,-41
1639348669.64725,1,-61,10,-48,-48
1639348669.6785,-2,-61,11,-47,-48
1639348669.83475,-10,-63,6,-45,-49
1639348670.02226,-9,-62,8,-45,-48
1639348670.05351,-9,-64,7,-46,-50
1639348670.20977,-11,-62,9,-44,-48
1639348670.39728,-19,-61,5,-41,-48
1639348670.45978,-20,-61,7,-41,-48
1639348670.58479,-14,-60,8,-42,-47
1639348670.7723,-19,-59,9,-39,-46
1639348670.80355,-23,-62,7,-39,-48
1639348670.95981,-20,-61,8,-41,-48
1639348671.14732,-19,-60,8,-40,-47
1639348671.17857,-19,-59,8,-39,-46
1639348671.33482,-20,-59,8,-39,-46
1639348671.52233,-26,-58,6,-36,-45
1639348671.58484,-26,-56,7,-35,-44
1639348671.70984,-27,-57,7,-36,-45
1639348671.89735,-26,-57,8,-36,-45
